UserID	ItemID	score
0	0	-0.0
0	2161	0.0
0	2	0.0
0	1	-0.0
0	11883	-0.0
0	4	0.0
0	6	0.0
0	3	0.0
0	8	0.0
0	9	0.0
0	10	-0.0
0	11	0.0
0	12	0.0
0	15268	0.0
0	13	0.0
0	15	0.0
0	14	0.0
0	16	0.0
0	18	0.0
0	19	0.0
0	28932	0.0
0	21	0.0
0	22	0.0
0	14620	0.0
0	23885	-0.0
0	20	-0.0
0	26	0.0
0	30034	0.0
0	27	0.0
0	25	-0.0
0	29	0.0
0	31	0.0
0	32	0.0
0	1811	0.0
0	30934	-0.0
0	35	0.0
0	36	0.0
0	37	0.0
0	38	0.0
0	39	-0.0
0	33	0.0
0	34	-0.0
0	9803	-0.0
0	9343	0.0
0	44	0.0
0	43	0.0
0	8498	-0.0
0	46	0.0
0	48	0.0
0	49	0.0
1	0	-0.0
1	2161	0.0
1	2	0.0
1	1	-0.0
1	11883	-0.0
1	4	0.0
1	6	0.0
1	3	0.0
1	8	0.0
1	9	0.0
1	10	-0.0
1	11	0.0
1	12	0.0
1	15268	0.0
1	13	0.0
1	15	0.0
1	14	0.0
1	16	0.0
1	18	0.0
1	19	0.0
1	28932	0.0
1	21	0.0
1	22	0.0
1	14620	0.0
1	23885	-0.0
1	20	-0.0
1	26	0.0
1	30034	0.0
1	27	0.0
1	25	-0.0
1	29	0.0
1	31	0.0
1	32	0.0
1	1811	0.0
1	30934	-0.0
1	35	0.0
1	36	0.0
1	37	0.0
1	38	0.0
1	39	-0.0
1	33	0.0
1	34	-0.0
1	9803	-0.0
1	9343	0.0
1	44	0.0
1	43	0.0
1	8498	-0.0
1	46	0.0
1	48	0.0
1	49	0.0
2	0	-0.0
2	2161	0.0
2	2	0.0
2	1	-0.0
2	11883	-0.0
2	4	0.0
2	6	0.0
2	3	0.0
2	8	0.0
2	9	0.0
2	10	-0.0
2	11	0.0
2	12	0.0
2	15268	0.0
2	13	0.0
2	15	0.0
2	14	0.0
2	16	0.0
2	18	0.0
2	19	0.0
2	28932	0.0
2	21	0.0
2	22	0.0
2	14620	0.0
2	23885	-0.0
2	20	-0.0
2	26	0.0
2	30034	0.0
2	27	0.0
2	25	-0.0
2	29	0.0
2	31	0.0
2	32	0.0
2	1811	0.0
2	30934	-0.0
2	35	0.0
2	36	0.0
2	37	0.0
2	38	0.0
2	39	-0.0
2	33	0.0
2	34	-0.0
2	9803	-0.0
2	9343	0.0
2	44	0.0
2	43	0.0
2	8498	-0.0
2	46	0.0
2	48	0.0
2	49	0.0
3	0	-0.0
3	2161	0.0
3	2	0.0
3	1	-0.0
3	11883	-0.0
3	4	0.0
3	6	0.0
3	3	0.0
3	8	0.0
3	9	0.0
3	10	-0.0
3	11	0.0
3	12	0.0
3	15268	0.0
3	13	0.0
3	15	0.0
3	14	0.0
3	16	0.0
3	18	0.0
3	19	0.0
3	28932	0.0
3	21	0.0
3	22	0.0
3	14620	0.0
3	23885	-0.0
3	20	-0.0
3	26	0.0
3	30034	0.0
3	27	0.0
3	25	-0.0
3	29	0.0
3	31	0.0
3	32	0.0
3	1811	0.0
3	30934	-0.0
3	35	0.0
3	36	0.0
3	37	0.0
3	38	0.0
3	39	-0.0
3	33	0.0
3	34	-0.0
3	9803	-0.0
3	9343	0.0
3	44	0.0
3	43	0.0
3	8498	-0.0
3	46	0.0
3	48	0.0
3	49	0.0
4	0	-0.0
4	2161	0.0
4	2	0.0
4	1	-0.0
4	11883	-0.0
4	4	0.0
4	6	0.0
4	3	0.0
4	8	0.0
4	9	0.0
4	10	-0.0
4	11	0.0
4	12	0.0
4	15268	0.0
4	13	0.0
4	15	0.0
4	14	0.0
4	16	0.0
4	18	0.0
4	19	0.0
4	28932	0.0
4	21	0.0
4	22	0.0
4	14620	0.0
4	23885	-0.0
4	20	-0.0
4	26	0.0
4	30034	0.0
4	27	0.0
4	25	-0.0
4	29	0.0
4	31	0.0
4	32	0.0
4	1811	0.0
4	30934	-0.0
4	35	0.0
4	36	0.0
4	37	0.0
4	38	0.0
4	39	-0.0
4	33	0.0
4	34	-0.0
4	9803	-0.0
4	9343	0.0
4	44	0.0
4	43	0.0
4	8498	-0.0
4	46	0.0
4	48	0.0
4	49	0.0
5	0	-0.0
5	2161	0.0
5	2	0.0
5	1	-0.0
5	11883	-0.0
5	4	0.0
5	6	0.0
5	3	0.0
5	8	0.0
5	9	0.0
5	10	-0.0
5	11	0.0
5	12	0.0
5	15268	0.0
5	13	0.0
5	15	0.0
5	14	0.0
5	16	0.0
5	18	0.0
5	19	0.0
5	28932	0.0
5	21	0.0
5	22	0.0
5	14620	0.0
5	23885	-0.0
5	20	-0.0
5	26	0.0
5	30034	0.0
5	27	0.0
5	25	-0.0
5	29	0.0
5	31	0.0
5	32	0.0
5	1811	0.0
5	30934	-0.0
5	35	0.0
5	36	0.0
5	37	0.0
5	38	0.0
5	39	-0.0
5	33	0.0
5	34	-0.0
5	9803	-0.0
5	9343	0.0
5	44	0.0
5	43	0.0
5	8498	-0.0
5	46	0.0
5	48	0.0
5	49	0.0
6	0	-0.0
6	2161	0.0
6	2	0.0
6	1	-0.0
6	11883	-0.0
6	4	0.0
6	6	0.0
6	3	0.0
6	8	0.0
6	9	0.0
6	10	-0.0
6	11	0.0
6	12	0.0
6	15268	0.0
6	13	0.0
6	15	0.0
6	14	0.0
6	16	0.0
6	18	0.0
6	19	0.0
6	28932	0.0
6	21	0.0
6	22	0.0
6	14620	0.0
6	23885	-0.0
6	20	-0.0
6	26	0.0
6	30034	0.0
6	27	0.0
6	25	-0.0
6	29	0.0
6	31	0.0
6	32	0.0
6	1811	0.0
6	30934	-0.0
6	35	0.0
6	36	0.0
6	37	0.0
6	38	0.0
6	39	-0.0
6	33	0.0
6	34	-0.0
6	9803	-0.0
6	9343	0.0
6	44	0.0
6	43	0.0
6	8498	-0.0
6	46	0.0
6	48	0.0
6	49	0.0
7	0	-0.0
7	2161	0.0
7	2	0.0
7	1	-0.0
7	11883	-0.0
7	4	0.0
7	6	0.0
7	3	0.0
7	8	0.0
7	9	0.0
7	10	-0.0
7	11	0.0
7	12	0.0
7	15268	0.0
7	13	0.0
7	15	0.0
7	14	0.0
7	16	0.0
7	18	0.0
7	19	0.0
7	28932	0.0
7	21	0.0
7	22	0.0
7	14620	0.0
7	23885	-0.0
7	20	-0.0
7	26	0.0
7	30034	0.0
7	27	0.0
7	25	-0.0
7	29	0.0
7	31	0.0
7	32	0.0
7	1811	0.0
7	30934	-0.0
7	35	0.0
7	36	0.0
7	37	0.0
7	38	0.0
7	39	-0.0
7	33	0.0
7	34	-0.0
7	9803	-0.0
7	9343	0.0
7	44	0.0
7	43	0.0
7	8498	-0.0
7	46	0.0
7	48	0.0
7	49	0.0
8	0	-0.0
8	2161	0.0
8	2	0.0
8	1	-0.0
8	11883	-0.0
8	4	0.0
8	6	0.0
8	3	0.0
8	8	0.0
8	9	0.0
8	10	-0.0
8	11	0.0
8	12	0.0
8	15268	0.0
8	13	0.0
8	15	0.0
8	14	0.0
8	16	0.0
8	18	0.0
8	19	0.0
8	28932	0.0
8	21	0.0
8	22	0.0
8	14620	0.0
8	23885	-0.0
8	20	-0.0
8	26	0.0
8	30034	0.0
8	27	0.0
8	25	-0.0
8	29	0.0
8	31	0.0
8	32	0.0
8	1811	0.0
8	30934	-0.0
8	35	0.0
8	36	0.0
8	37	0.0
8	38	0.0
8	39	-0.0
8	33	0.0
8	34	-0.0
8	9803	-0.0
8	9343	0.0
8	44	0.0
8	43	0.0
8	8498	-0.0
8	46	0.0
8	48	0.0
8	49	0.0
9	0	-0.0
9	2161	0.0
9	2	0.0
9	1	-0.0
9	11883	-0.0
9	4	0.0
9	6	0.0
9	3	0.0
9	8	0.0
9	9	0.0
9	10	-0.0
9	11	0.0
9	12	0.0
9	15268	0.0
9	13	0.0
9	15	0.0
9	14	0.0
9	16	0.0
9	18	0.0
9	19	0.0
9	28932	0.0
9	21	0.0
9	22	0.0
9	14620	0.0
9	23885	-0.0
9	20	-0.0
9	26	0.0
9	30034	0.0
9	27	0.0
9	25	-0.0
9	29	0.0
9	31	0.0
9	32	0.0
9	1811	0.0
9	30934	-0.0
9	35	0.0
9	36	0.0
9	37	0.0
9	38	0.0
9	39	-0.0
9	33	0.0
9	34	-0.0
9	9803	-0.0
9	9343	0.0
9	44	0.0
9	43	0.0
9	8498	-0.0
9	46	0.0
9	48	0.0
9	49	0.0
10	0	-0.0
10	2161	0.0
10	2	0.0
10	1	-0.0
10	11883	-0.0
10	4	0.0
10	6	0.0
10	3	0.0
10	8	0.0
10	9	0.0
10	10	-0.0
10	11	0.0
10	12	0.0
10	15268	0.0
10	13	0.0
10	15	0.0
10	14	0.0
10	16	0.0
10	18	0.0
10	19	0.0
10	28932	0.0
10	21	0.0
10	22	0.0
10	14620	0.0
10	23885	-0.0
10	20	-0.0
10	26	0.0
10	30034	0.0
10	27	0.0
10	25	-0.0
10	29	0.0
10	31	0.0
10	32	0.0
10	1811	0.0
10	30934	-0.0
10	35	0.0
10	36	0.0
10	37	0.0
10	38	0.0
10	39	-0.0
10	33	0.0
10	34	-0.0
10	9803	-0.0
10	9343	0.0
10	44	0.0
10	43	0.0
10	8498	-0.0
10	46	0.0
10	48	0.0
10	49	0.0
11	0	-0.0
11	2161	0.0
11	2	0.0
11	1	-0.0
11	11883	-0.0
11	4	0.0
11	6	0.0
11	3	0.0
11	8	0.0
11	9	0.0
11	10	-0.0
11	11	0.0
11	12	0.0
11	15268	0.0
11	13	0.0
11	15	0.0
11	14	0.0
11	16	0.0
11	18	0.0
11	19	0.0
11	28932	0.0
11	21	0.0
11	22	0.0
11	14620	0.0
11	23885	-0.0
11	20	-0.0
11	26	0.0
11	30034	0.0
11	27	0.0
11	25	-0.0
11	29	0.0
11	31	0.0
11	32	0.0
11	1811	0.0
11	30934	-0.0
11	35	0.0
11	36	0.0
11	37	0.0
11	38	0.0
11	39	-0.0
11	33	0.0
11	34	-0.0
11	9803	-0.0
11	9343	0.0
11	44	0.0
11	43	0.0
11	8498	-0.0
11	46	0.0
11	48	0.0
11	49	0.0
12	0	-0.0
12	2161	0.0
12	2	0.0
12	1	-0.0
12	11883	-0.0
12	4	0.0
12	6	0.0
12	3	0.0
12	8	0.0
12	9	0.0
12	10	-0.0
12	11	0.0
12	12	0.0
12	15268	0.0
12	13	0.0
12	15	0.0
12	14	0.0
12	16	0.0
12	18	0.0
12	19	0.0
12	28932	0.0
12	21	0.0
12	22	0.0
12	14620	0.0
12	23885	-0.0
12	20	-0.0
12	26	0.0
12	30034	0.0
12	27	0.0
12	25	-0.0
12	29	0.0
12	31	0.0
12	32	0.0
12	1811	0.0
12	30934	-0.0
12	35	0.0
12	36	0.0
12	37	0.0
12	38	0.0
12	39	-0.0
12	33	0.0
12	34	-0.0
12	9803	-0.0
12	9343	0.0
12	44	0.0
12	43	0.0
12	8498	-0.0
12	46	0.0
12	48	0.0
12	49	0.0
13	0	-0.0
13	2161	0.0
13	2	0.0
13	1	-0.0
13	11883	-0.0
13	4	0.0
13	6	0.0
13	3	0.0
13	8	0.0
13	9	0.0
13	10	-0.0
13	11	0.0
13	12	0.0
13	15268	0.0
13	13	0.0
13	15	0.0
13	14	0.0
13	16	0.0
13	18	0.0
13	19	0.0
13	28932	0.0
13	21	0.0
13	22	0.0
13	14620	0.0
13	23885	-0.0
13	20	-0.0
13	26	0.0
13	30034	0.0
13	27	0.0
13	25	-0.0
13	29	0.0
13	31	0.0
13	32	0.0
13	1811	0.0
13	30934	-0.0
13	35	0.0
13	36	0.0
13	37	0.0
13	38	0.0
13	39	-0.0
13	33	0.0
13	34	-0.0
13	9803	-0.0
13	9343	0.0
13	44	0.0
13	43	0.0
13	8498	-0.0
13	46	0.0
13	48	0.0
13	49	0.0
14	0	-0.0
14	2161	0.0
14	2	0.0
14	1	-0.0
14	11883	-0.0
14	4	0.0
14	6	0.0
14	3	0.0
14	8	0.0
14	9	0.0
14	10	-0.0
14	11	0.0
14	12	0.0
14	15268	0.0
14	13	0.0
14	15	0.0
14	14	0.0
14	16	0.0
14	18	0.0
14	19	0.0
14	28932	0.0
14	21	0.0
14	22	0.0
14	14620	0.0
14	23885	-0.0
14	20	-0.0
14	26	0.0
14	30034	0.0
14	27	0.0
14	25	-0.0
14	29	0.0
14	31	0.0
14	32	0.0
14	1811	0.0
14	30934	-0.0
14	35	0.0
14	36	0.0
14	37	0.0
14	38	0.0
14	39	-0.0
14	33	0.0
14	34	-0.0
14	9803	-0.0
14	9343	0.0
14	44	0.0
14	43	0.0
14	8498	-0.0
14	46	0.0
14	48	0.0
14	49	0.0
15	0	-0.0
15	2161	0.0
15	2	0.0
15	1	-0.0
15	11883	-0.0
15	4	0.0
15	6	0.0
15	3	0.0
